model,observation_id,photo_id,taxon_id,species_inat,newcomb_species_name,feature,true_value,p1_raw,p1_parsed,p2_raw,p2_parsed,feature_correct,committed
claude-haiku-4-5,116739593,197080233,740984,Silene flos-cuculi,Lychnis flos-cuculi,key_leaf_type,Leaves Entire,"YES

The leaf type is discernible in this image. The plant shows narrow, linear leaves that are characteristic of many wildflower species, and they are visible along the stems supporting the pink/purple flowers.",YES,Cannot determine from this image,INCONCLUSIVE,True,False
claude-haiku-4-5,282986290,508454521,740984,Silene flos-cuculi,Lychnis flos-cuculi,key_flower_type,5 Regular Parts,"YES

The flower type is clearly discernible in this image. The pink flower with its distinctive petals radiating from the center, along with the characteristic dark buds and overall structure, is identifiable as a Dianthus or similar pink/carnation family flower.",YES,5 Regular Parts,5 Regular Parts,True,True
claude-haiku-4-5,282986290,508454521,740984,Silene flos-cuculi,Lychnis flos-cuculi,key_plant_type,Wildflowers - Opposite or Whorled Leaves,"YES

The plant type is clearly discernible in the image. This appears to be a flowering plant from the Dianthus genus (commonly known as pinks or carnations), characterized by its distinctive pink petals with fringed edges, multiple buds on branching stems, and the overall growth habit visible in the photograph.",YES,Wildflowers - Alternate Leaves,Wildflowers - Alternate Leaves,False,True
claude-haiku-4-5,282986290,508454521,740984,Silene flos-cuculi,Lychnis flos-cuculi,key_leaf_type,Leaves Entire,"YES

The leaf type is clearly discernible in the image. The plant shows narrow, linear leaves characteristic of plants in the Caryophyllaceae or similar families, with thin, elongated foliage visible along the stems.",YES,Cannot determine from this image,INCONCLUSIVE,True,False
claude-haiku-4-5,226767302,402211547,740984,Silene flos-cuculi,Lychnis flos-cuculi,key_flower_type,5 Regular Parts,"YES

The image clearly shows multiple flower types that are discernible:
1. White daisy-like flowers (top)
2. Yellow button-like flowers (throughout)
3. Pink/purple spiky or fringed flowers (center-lower area)

These are distinctly different flower types that are easily identifiable in the image.",YES,**5 Regular Parts**,5 Regular Parts,True,True
claude-haiku-4-5,226767302,402211547,740984,Silene flos-cuculi,Lychnis flos-cuculi,key_plant_type,Wildflowers - Opposite or Whorled Leaves,"YES

The image clearly shows multiple distinct plant types that are discernible:
1. Purple/pink flowering plants (appears to be a type of wildflower)
2. White daisy-like flowers
3. Yellow small flowers (possibly buttercups)
4. Green grass and various green foliage
5. What appears to be a larger leafed plant in the lower portion

The different plant types are visually distinct and clearly identifiable in the image.",YES,Wildflowers - Basal Leaves Only,Wildflowers - Basal Leaves Only,False,True
claude-haiku-4-5,226767302,402211547,740984,Silene flos-cuculi,Lychnis flos-cuculi,key_leaf_type,Leaves Entire,YES,YES,Leaves Divided,Leaves Divided,False,True
claude-haiku-4-5,113978931,192511437,769248,Andersonglossum virginianum,Cynoglossum virginianum,key_flower_type,5 Regular Parts,"YES

The flower type is discernible in the image. The small blue/purple flower head at the top of the stem appears to be a composite flower, characteristic of plants in the Asteraceae family (likely a wildflower or similar species). The flower structure is visible enough to identify it as a distinct flower type.",YES,Cannot determine from this image,INCONCLUSIVE,True,False
claude-haiku-4-5,113978931,192511437,769248,Andersonglossum virginianum,Cynoglossum virginianum,key_plant_type,Wildflowers - Alternate Leaves,"YES

The plant type is clearly discernible in this image. The distinctive features visible include:
- Long, lance-shaped leaves arranged alternately on the stem
- A delicate blue/purple flower at the top of a thin stem
- The overall growth pattern and leaf morphology

These characteristics are consistent with a specific plant species (appears to be a Speedwell or similar small flowering plant), making the plant type clearly identifiable from the visual features shown.",YES,Wildflowers - Basal Leaves Only,Wildflowers - Basal Leaves Only,False,True
claude-haiku-4-5,113978931,192511437,769248,Andersonglossum virginianum,Cynoglossum virginianum,key_leaf_type,Leaves Entire,"YES

The leaf type is clearly discernible in the image. The plant shows elongated, lanceolate (lance-shaped) leaves with smooth margins arranged in a basal rosette pattern, which are distinctive identifying characteristics visible in this photograph.",YES,Leaves Entire,Leaves Entire,True,True
claude-haiku-4-5,74100842,121070164,769248,Andersonglossum virginianum,Cynoglossum virginianum,key_flower_type,5 Regular Parts,"YES

The image clearly shows small white flowers with visible petals, stamens, and overall floral structure that allows the flower type to be discernible. These appear to be small clustered white flowers, possibly from a plant in the Rosaceae family or similar, with characteristics that are clearly visible and identifiable.",YES,**5 Regular Parts**,5 Regular Parts,True,True
claude-haiku-4-5,74100842,121070164,769248,Andersonglossum virginianum,Cynoglossum virginianum,key_plant_type,Wildflowers - Alternate Leaves,"YES

The image clearly shows small white flowers with visible characteristics typical of a specific plant type. The flowers appear to be from a flowering plant species, with distinct five-petaled white blooms and visible botanical features that allow identification of the plant type.",YES,Wildflowers - Opposite or Whorled Leaves,Wildflowers - Opposite or Whorled Leaves,False,True
claude-haiku-4-5,74100842,121070164,769248,Andersonglossum virginianum,Cynoglossum virginianum,key_leaf_type,Leaves Entire,"YES

The leaf type is discernible in the image. You can see green leaves in the background and what appears to be simple, oval-shaped leaves attached to the flowering stem being held in the hand. The leaf characteristics are visible enough to observe their basic form and structure.",YES,Cannot determine from this image,INCONCLUSIVE,True,False
claude-haiku-4-5,41603491,65999050,769248,Andersonglossum virginianum,Cynoglossum virginianum,key_flower_type,5 Regular Parts,"YES

The image clearly shows flowers with a distinct flower type - they appear to be small, delicate flowers with multiple petals arranged in a characteristic pattern, typical of forget-me-nots or similar small clustered flowers. The flower structure and arrangement are clearly visible and discernible.",YES,5 Regular Parts,5 Regular Parts,True,True
claude-haiku-4-5,41603491,65999050,769248,Andersonglossum virginianum,Cynoglossum virginianum,key_plant_type,Wildflowers - Alternate Leaves,"YES

The image clearly shows a flowering plant with distinctive characteristics including small blue and white flowers, elongated green leaves, and branching stems. These visual features make the plant type discernible - this appears to be a forget-me-not or similar plant from the Veronica/speedwell family.",YES,Wildflowers - Alternate Leaves,Wildflowers - Alternate Leaves,True,True
claude-haiku-4-5,41603491,65999050,769248,Andersonglossum virginianum,Cynoglossum virginianum,key_leaf_type,Leaves Entire,"YES

The leaf type is clearly discernible in the image. The plant shows oval-shaped, broad leaves that are characteristic of the species shown. The leaves are visible in the lower portion of the image and display a distinct leaf morphology that can be identified.",YES,Leaves Entire,Leaves Entire,True,True
claude-haiku-4-5,28572055,44549161,836799,Mononeuria groenlandica,Arenaria groenlandica,key_flower_type,5 Regular Parts,"YES

The flowers in the image are clearly discernible as small, delicate white flowers with yellow centers, characteristic of plants in the Saxifragaceae family (likely Saxifraga or similar alpine flowering plants). The flower type is clearly visible and identifiable.",YES,4 Regular Parts,4 Regular Parts,False,True
claude-haiku-4-5,28572055,44549161,836799,Mononeuria groenlandica,Arenaria groenlandica,key_plant_type,Wildflowers - Opposite or Whorled Leaves,"YES

The plant type is clearly discernible in this image. The small white flowers with yellow centers, combined with the fine, grass-like foliage, are characteristic of a plant in the Saxifragaceae family, likely a species of Saxifrage (possibly Saxifraga aizoides or similar alpine/rock garden saxifrage). The distinctive flowering pattern and leaf structure make the plant type identifiable.",YES,Wildflowers - Basal Leaves Only,Wildflowers - Basal Leaves Only,False,True
claude-haiku-4-5,28572055,44549161,836799,Mononeuria groenlandica,Arenaria groenlandica,key_leaf_type,Leaves Entire,"YES

The leaf type is clearly discernible in this image. The plant displays thin, linear (grass-like) leaves that are characteristic of certain alpine or rock-dwelling flowering plants, such as saxifrages or similar species. The elongated, narrow leaf structure is distinctly visible in the photograph.",YES,Leaves Entire,Leaves Entire,True,True
claude-haiku-4-5,51153659,81256971,836799,Mononeuria groenlandica,Arenaria groenlandica,key_flower_type,5 Regular Parts,"YES

The image clearly shows white flowers with visible petals, centers, and buds, making the flower type discernible. These appear to be small white flowers (possibly chickweed or a similar species) growing from concrete.",YES,4 Regular Parts,4 Regular Parts,False,True
claude-haiku-4-5,51153659,81256971,836799,Mononeuria groenlandica,Arenaria groenlandica,key_plant_type,Wildflowers - Opposite or Whorled Leaves,"YES

The plant type is clearly discernible in this image. This appears to be a small flowering plant, likely a type of chickweed or similar small herbaceous plant with white flowers, growing through cracks in concrete/asphalt pavement. The distinctive features visible include the small white flowers with yellow centers, the delicate green foliage, and the overall growth habit characteristic of a specific plant type.",YES,Wildflowers - Basal Leaves Only,Wildflowers - Basal Leaves Only,False,True
claude-haiku-4-5,51153659,81256971,836799,Mononeuria groenlandica,Arenaria groenlandica,key_leaf_type,Leaves Entire,"YES

The leaf type is clearly discernible in this image. The plant shows narrow, grass-like or linear leaves arranged in a rosette pattern, which is characteristic of plants in the Sagina or similar genera (commonly known as pearlwort or similar low-growing plants). The fine, needle-like foliage is distinctly visible against the concrete surface.",YES,Leaves Entire,Leaves Entire,True,True
claude-haiku-4-5,14605546,21773725,836799,Mononeuria groenlandica,Arenaria groenlandica,key_flower_type,5 Regular Parts,YES,YES,4 Regular Parts,4 Regular Parts,False,True
claude-haiku-4-5,14605546,21773725,836799,Mononeuria groenlandica,Arenaria groenlandica,key_plant_type,Wildflowers - Opposite or Whorled Leaves,"YES

The plant type is clearly discernible in this image. This appears to be a flowering plant, specifically what looks like a saxifrage or similar alpine/rock garden flower, characterized by its dense cluster of small white flowers with yellow centers, fine feathery foliage, and compact growth habit typical of plants found growing in rocky or mountainous terrain.",YES,Wildflowers - Basal Leaves Only,Wildflowers - Basal Leaves Only,False,True
claude-haiku-4-5,14605546,21773725,836799,Mononeuria groenlandica,Arenaria groenlandica,key_leaf_type,Leaves Entire,"YES

The leaf type is clearly discernible in this image. The plant displays fine, needle-like or thread-like foliage that is characteristic of plants in the Caryophyllaceae family (such as Saxifraga or similar alpine flowers). The delicate, feathery green leaves are visible beneath and around the white flowers, making the leaf type a clearly observable feature.",YES,Leaves Entire,Leaves Entire,True,True
claude-haiku-4-5,43577619,69137783,914922,Reynoutria japonica,Polygonum cuspidatum,key_flower_type,5 Regular Parts,NO,NO,,INCONCLUSIVE,True,False
claude-haiku-4-5,43577619,69137783,914922,Reynoutria japonica,Polygonum cuspidatum,key_plant_type,Wildflowers - Alternate Leaves,"YES

The image clearly shows a climbing or vining plant with heart-shaped leaves growing on dark stems/branches, which appears to be a type of ivy or similar climbing vine plant. The plant type is discernible from the distinctive leaf shape, growth pattern, and stem structure.",YES,Vines,Vines,False,True
claude-haiku-4-5,43577619,69137783,914922,Reynoutria japonica,Polygonum cuspidatum,key_leaf_type,Leaves Entire,"YES

The image clearly shows the leaf type of this plant. The leaves appear to be heart-shaped or cordate, which is distinctly visible in the photograph. The leaf morphology is one of the most prominent and easily discernible features in this image.",YES,Leaves Divided,Leaves Divided,False,True
claude-haiku-4-5,239513707,426589430,914922,Reynoutria japonica,Polygonum cuspidatum,key_flower_type,5 Regular Parts,"YES

The flower type is clearly discernible in this image. The flowers are catkins - characteristic long, drooping, pendulous clusters of small flowers typical of plants in the Juglandaceae family (walnut family). The distinctive elongated, rope-like flowering structures hanging down from the branches are easily identifiable as catkin-type flowers.",YES,Cannot determine from this image,INCONCLUSIVE,True,False
claude-haiku-4-5,239513707,426589430,914922,Reynoutria japonica,Polygonum cuspidatum,key_plant_type,Wildflowers - Alternate Leaves,"YES

The image clearly shows a flowering plant with distinctive characteristics: large heart-shaped leaves and long, drooping catkin-like flower clusters (male flowers). These features are typical of a mulberry tree or similar plant, making the plant type clearly discernible.",YES,Vines,Vines,False,True
claude-haiku-4-5,239513707,426589430,914922,Reynoutria japonica,Polygonum cuspidatum,key_leaf_type,Leaves Entire,"YES

The leaf type is clearly discernible in this image. The plant displays large, broad, heart-shaped or oval leaves that are characteristic of what appears to be a mulberry tree or similar species. The leaves are prominently visible in the foreground and throughout the image, making their shape and type easily identifiable.",YES,Leaves Entire,Leaves Entire,True,True
claude-haiku-4-5,100337750,167449809,914922,Reynoutria japonica,Polygonum cuspidatum,key_flower_type,5 Regular Parts,"YES

The flower type is clearly discernible in this image. The white, small clustered flowers visible throughout the image are characteristic of Baby's Breath (Gypsophila), which is identifiable by its delicate, tiny white flowers arranged in panicles.",YES,4 Regular Parts,4 Regular Parts,False,True
claude-haiku-4-5,100337750,167449809,914922,Reynoutria japonica,Polygonum cuspidatum,key_plant_type,Wildflowers - Alternate Leaves,"YES

The image clearly shows different plant types, with prominent large-leaved plants in the foreground (appearing to be some type of broad-leafed plant) and delicate, white flowering plants (possibly baby's breath or similar small-flowered plants) in the background, along with various green foliage of different textures and forms throughout the garden scene.",YES,Wildflowers - Opposite or Whorled Leaves,Wildflowers - Opposite or Whorled Leaves,False,True
claude-haiku-4-5,100337750,167449809,914922,Reynoutria japonica,Polygonum cuspidatum,key_leaf_type,Leaves Entire,"YES

The image clearly shows different leaf types - there are large, broad leaves in the foreground (appearing to be from a larger plant or shrub) and finer, more delicate foliage in the background with small white flowers. The contrast between the leaf morphologies is distinctly visible.",YES,Leaves Entire,Leaves Entire,True,True
claude-haiku-4-5,3311966,3827841,1392347,Viola minuscula,Viola pallens,key_flower_type,Irregular Flowers,"YES

The flowers visible in the image show clear characteristics that allow for flower type identification. The white flowers with multiple petals displayed in the image are discernible, showing their basic floral structure and form.",YES,5 Regular Parts,5 Regular Parts,False,True
claude-haiku-4-5,3311966,3827841,1392347,Viola minuscula,Viola pallens,key_plant_type,Wildflowers - Basal Leaves Only,"YES

The image clearly shows small white flowering plants with visible leaves and growth patterns that allow for plant type identification. The plants appear to be low-growing herbaceous species with distinctive white flowers and characteristic leaf shapes and arrangements.",YES,Wildflowers - Basal Leaves Only,Wildflowers - Basal Leaves Only,True,True
claude-haiku-4-5,3311966,3827841,1392347,Viola minuscula,Viola pallens,key_leaf_type,Leaves Toothed or Lobed,"YES

The leaf type is clearly discernible in this image. The plants show distinctive rounded/kidney-shaped leaves characteristic of plants like chickweed or similar species, with visible white flowers and visible leaf morphology that can be used for identification purposes.",YES,Leaves Entire,Leaves Entire,False,True
claude-haiku-4-5,44395508,70388395,1392347,Viola minuscula,Viola pallens,key_flower_type,Irregular Flowers,"YES

The flower type is clearly discernible in this image. These are distinctive white flowers with visible sepals/veining in the center, characteristic of violets or a similar flower species. The bilateral symmetry and petal arrangement are clearly visible, making the flower type identifiable.",YES,5 Regular Parts,5 Regular Parts,False,True
claude-haiku-4-5,44395508,70388395,1392347,Viola minuscula,Viola pallens,key_plant_type,Wildflowers - Basal Leaves Only,"YES

The image clearly shows flowering plants with distinctive white petals and visible botanical structures (sepals, stamens) that allow for identification of the plant type. These appear to be violets or a similar herbaceous flowering plant, with characteristic features like the petal arrangement, leaf structure, and growth pattern that are discernible in the photograph.",YES,Wildflowers - Basal Leaves Only,Wildflowers - Basal Leaves Only,True,True
claude-haiku-4-5,44395508,70388395,1392347,Viola minuscula,Viola pallens,key_leaf_type,Leaves Toothed or Lobed,"YES

The leaf type is clearly discernible in the image. The plant displays distinctive narrow, linear (grass-like) leaves characteristic of certain flowering plants, along with compound leaflets visible on some of the foliage, which helps identify the leaf morphology.",YES,Leaves Entire,Leaves Entire,False,True
claude-haiku-4-5,74917770,122504954,1392347,Viola minuscula,Viola pallens,key_flower_type,Irregular Flowers,"YES

The image clearly shows white flowers with visible petals, allowing the flower type to be discernible. These appear to be small white flowers with distinct petal structures growing among moss.",YES,**5 Regular Parts**,5 Regular Parts,False,True
claude-haiku-4-5,74917770,122504954,1392347,Viola minuscula,Viola pallens,key_plant_type,Wildflowers - Basal Leaves Only,"YES

The image clearly shows two distinct plant types:
1. **Flowering plant** - small white flowers with visible petals and green leaves
2. **Moss** - the bright yellow-green moss covering most of the ground/substrate

Both plant types are clearly discernible in the image.",YES,Wildflowers - Basal Leaves Only,Wildflowers - Basal Leaves Only,True,True
claude-haiku-4-5,74917770,122504954,1392347,Viola minuscula,Viola pallens,key_leaf_type,Leaves Toothed or Lobed,"YES

The leaf type is clearly discernible in this image. The plants show distinct heart-shaped or kidney-shaped leaves that are characteristic of wood sorrel or similar woodland plants. The leaves are clearly visible and their shape and structure can be easily identified.",YES,Leaves Divided,Leaves Divided,False,True
gpt-5-mini,174668269,303473733,119892,Andromeda polifolia,Andromeda glaucophylla,key_flower_type,5 Regular Parts,NO,NO,,INCONCLUSIVE,True,False
gpt-5-mini,174668269,303473733,119892,Andromeda polifolia,Andromeda glaucophylla,key_plant_type,Shrubs,YES,YES,Shrubs,Shrubs,True,True
gpt-5-mini,174668269,303473733,119892,Andromeda polifolia,Andromeda glaucophylla,key_leaf_type,Leaves Entire,YES,YES,Leaves Entire,Leaves Entire,True,True
gpt-5-mini,307295821,554258335,131549,Atriplex cristata,Atriplex arenaria,key_flower_type,Parts Indistinguishable,NO,NO,,INCONCLUSIVE,True,False
gpt-5-mini,307295821,554258335,131549,Atriplex cristata,Atriplex arenaria,key_plant_type,Wildflowers - Alternate Leaves,YES,YES,Wildflowers - Alternate Leaves,Wildflowers - Alternate Leaves,True,True
gpt-5-mini,307295821,554258335,131549,Atriplex cristata,Atriplex arenaria,key_leaf_type,Leaves Entire,YES,YES,Leaves Entire,Leaves Entire,True,True
gpt-5-mini,175608726,305200554,131549,Atriplex cristata,Atriplex arenaria,key_flower_type,Parts Indistinguishable,NO,NO,,INCONCLUSIVE,True,False
gpt-5-mini,175608726,305200554,131549,Atriplex cristata,Atriplex arenaria,key_plant_type,Wildflowers - Alternate Leaves,YES,YES,Cannot determine from this image,INCONCLUSIVE,True,False
gpt-5-mini,175608726,305200554,131549,Atriplex cristata,Atriplex arenaria,key_leaf_type,Leaves Entire,YES,YES,Leaves Entire,Leaves Entire,True,True
gpt-5-mini,314405561,567867132,131549,Atriplex cristata,Atriplex arenaria,key_flower_type,Parts Indistinguishable,INCONCLUSIVE,INCONCLUSIVE,,INCONCLUSIVE,True,False
gpt-5-mini,314405561,567867132,131549,Atriplex cristata,Atriplex arenaria,key_plant_type,Wildflowers - Alternate Leaves,YES,YES,Wildflowers - Opposite or Whorled Leaves,Wildflowers - Opposite or Whorled Leaves,False,True
gpt-5-mini,314405561,567867132,131549,Atriplex cristata,Atriplex arenaria,key_leaf_type,Leaves Entire,YES,YES,Leaves Entire,Leaves Entire,True,True
gpt-5-mini,55121380,87747312,133293,Limonium carolinianum,Limonium carolinianum,key_flower_type,5 Regular Parts,YES,YES,5 Regular Parts,5 Regular Parts,True,True
gpt-5-mini,55121380,87747312,133293,Limonium carolinianum,Limonium carolinianum,key_plant_type,Wildflowers - Basal Leaves Only,YES,YES,Wildflowers - Alternate Leaves,Wildflowers - Alternate Leaves,False,True
gpt-5-mini,55121380,87747312,133293,Limonium carolinianum,Limonium carolinianum,key_leaf_type,Leaves Entire,YES,YES,Leaves Entire,Leaves Entire,True,True
gpt-5-mini,3900142,4582717,133293,Limonium carolinianum,Limonium carolinianum,key_flower_type,5 Regular Parts,YES,YES,5 Regular Parts,5 Regular Parts,True,True
gpt-5-mini,3900142,4582717,133293,Limonium carolinianum,Limonium carolinianum,key_plant_type,Wildflowers - Basal Leaves Only,YES,YES,Wildflowers - Basal Leaves Only,Wildflowers - Basal Leaves Only,True,True
gpt-5-mini,3900142,4582717,133293,Limonium carolinianum,Limonium carolinianum,key_leaf_type,Leaves Entire,YES,YES,Leaves Entire,Leaves Entire,True,True
gpt-5-mini,180909839,315230810,133293,Limonium carolinianum,Limonium carolinianum,key_flower_type,5 Regular Parts,INCONCLUSIVE,INCONCLUSIVE,,INCONCLUSIVE,True,False
gpt-5-mini,180909839,315230810,133293,Limonium carolinianum,Limonium carolinianum,key_plant_type,Wildflowers - Basal Leaves Only,YES,YES,Wildflowers - Basal Leaves Only,Wildflowers - Basal Leaves Only,True,True
gpt-5-mini,180909839,315230810,133293,Limonium carolinianum,Limonium carolinianum,key_leaf_type,Leaves Entire,YES,YES,Leaves Entire,Leaves Entire,True,True
gpt-5-mini,177208695,308171923,142654,Rudbeckia fulgida,Rudbeckia fulgida,key_flower_type,7 or More Regular Parts,YES,YES,7 or More Regular Parts,7 or More Regular Parts,True,True
gpt-5-mini,177208695,308171923,142654,Rudbeckia fulgida,Rudbeckia fulgida,key_plant_type,Wildflowers - Alternate Leaves,YES,YES,Wildflowers - Alternate Leaves,Wildflowers - Alternate Leaves,True,True
gpt-5-mini,177208695,308171923,142654,Rudbeckia fulgida,Rudbeckia fulgida,key_leaf_type,Leaves Toothed or Lobed,YES,YES,Leaves Toothed or Lobed,Leaves Toothed or Lobed,True,True
gpt-5-mini,240602873,428679343,142654,Rudbeckia fulgida,Rudbeckia fulgida,key_flower_type,7 or More Regular Parts,YES,YES,7 or More Regular Parts,7 or More Regular Parts,True,True
gpt-5-mini,240602873,428679343,142654,Rudbeckia fulgida,Rudbeckia fulgida,key_plant_type,Wildflowers - Alternate Leaves,YES,YES,Cannot determine from this image,INCONCLUSIVE,True,False
gpt-5-mini,240602873,428679343,142654,Rudbeckia fulgida,Rudbeckia fulgida,key_leaf_type,Leaves Toothed or Lobed,YES,YES,Leaves Toothed or Lobed,Leaves Toothed or Lobed,True,True
gpt-5-mini,55587991,88520825,142654,Rudbeckia fulgida,Rudbeckia fulgida,key_flower_type,7 or More Regular Parts,YES,YES,7 or More Regular Parts,7 or More Regular Parts,True,True
gpt-5-mini,55587991,88520825,142654,Rudbeckia fulgida,Rudbeckia fulgida,key_plant_type,Wildflowers - Alternate Leaves,YES,YES,Wildflowers - Alternate Leaves,Wildflowers - Alternate Leaves,True,True
gpt-5-mini,55587991,88520825,142654,Rudbeckia fulgida,Rudbeckia fulgida,key_leaf_type,Leaves Toothed or Lobed,YES,YES,Leaves Toothed or Lobed,Leaves Toothed or Lobed,True,True
gpt-5-mini,27981612,43588317,157470,Hasteola suaveolens,Cacalia suaveolens,key_flower_type,Parts Indistinguishable,NO,NO,,INCONCLUSIVE,True,False
gpt-5-mini,27981612,43588317,157470,Hasteola suaveolens,Cacalia suaveolens,key_plant_type,Wildflowers - Alternate Leaves,INCONCLUSIVE,INCONCLUSIVE,,INCONCLUSIVE,True,False
gpt-5-mini,27981612,43588317,157470,Hasteola suaveolens,Cacalia suaveolens,key_leaf_type,Leaves Toothed or Lobed,YES,YES,Leaves Toothed or Lobed,Leaves Toothed or Lobed,True,True
gpt-5-mini,298265806,537234395,157470,Hasteola suaveolens,Cacalia suaveolens,key_flower_type,Parts Indistinguishable,NO,NO,,INCONCLUSIVE,True,False
gpt-5-mini,298265806,537234395,157470,Hasteola suaveolens,Cacalia suaveolens,key_plant_type,Wildflowers - Alternate Leaves,YES,YES,Wildflowers - Alternate Leaves,Wildflowers - Alternate Leaves,True,True
gpt-5-mini,298265806,537234395,157470,Hasteola suaveolens,Cacalia suaveolens,key_leaf_type,Leaves Toothed or Lobed,YES,YES,Leaves Toothed or Lobed,Leaves Toothed or Lobed,True,True
gpt-5-mini,178750379,311094639,157470,Hasteola suaveolens,Cacalia suaveolens,key_flower_type,Parts Indistinguishable,INCONCLUSIVE,INCONCLUSIVE,,INCONCLUSIVE,True,False
gpt-5-mini,178750379,311094639,157470,Hasteola suaveolens,Cacalia suaveolens,key_plant_type,Wildflowers - Alternate Leaves,YES,YES,Wildflowers - Alternate Leaves,Wildflowers - Alternate Leaves,True,True
gpt-5-mini,178750379,311094639,157470,Hasteola suaveolens,Cacalia suaveolens,key_leaf_type,Leaves Toothed or Lobed,YES,YES,Leaves Toothed or Lobed,Leaves Toothed or Lobed,True,True
gpt-5-mini,16706522,25203887,158068,Agalinis purpurea,Gerardia paupercula,key_flower_type,5 Regular Parts,YES,YES,5 Regular Parts,5 Regular Parts,True,True
gpt-5-mini,16706522,25203887,158068,Agalinis purpurea,Gerardia paupercula,key_plant_type,Wildflowers - Opposite or Whorled Leaves,YES,YES,Cannot determine from this image,INCONCLUSIVE,True,False
gpt-5-mini,16706522,25203887,158068,Agalinis purpurea,Gerardia paupercula,key_leaf_type,Leaves Entire,NO,NO,,INCONCLUSIVE,True,False
gpt-5-mini,132163634,225025444,158068,Agalinis purpurea,Gerardia paupercula,key_flower_type,5 Regular Parts,YES,YES,5 Regular Parts,5 Regular Parts,True,True
gpt-5-mini,132163634,225025444,158068,Agalinis purpurea,Gerardia paupercula,key_plant_type,Wildflowers - Opposite or Whorled Leaves,INCONCLUSIVE,INCONCLUSIVE,,INCONCLUSIVE,True,False
gpt-5-mini,132163634,225025444,158068,Agalinis purpurea,Gerardia paupercula,key_leaf_type,Leaves Entire,NO,NO,,INCONCLUSIVE,True,False
gpt-5-mini,59643041,95313206,158068,Agalinis purpurea,Gerardia paupercula,key_flower_type,5 Regular Parts,YES,YES,5 Regular Parts,5 Regular Parts,True,True
gpt-5-mini,59643041,95313206,158068,Agalinis purpurea,Gerardia paupercula,key_plant_type,Wildflowers - Opposite or Whorled Leaves,YES,YES,Cannot determine from this image,INCONCLUSIVE,True,False
gpt-5-mini,59643041,95313206,158068,Agalinis purpurea,Gerardia paupercula,key_leaf_type,Leaves Entire,YES,YES,Leaves Entire,Leaves Entire,True,True
gpt-5-mini,148139087,255044397,159727,Calystegia spithamaea,Convolvulus spithamaeus,key_flower_type,5 Regular Parts,NO,NO,,INCONCLUSIVE,True,False
gpt-5-mini,148139087,255044397,159727,Calystegia spithamaea,Convolvulus spithamaeus,key_plant_type,Wildflowers - Alternate Leaves,YES,YES,Wildflowers - Alternate Leaves,Wildflowers - Alternate Leaves,True,True
gpt-5-mini,148139087,255044397,159727,Calystegia spithamaea,Convolvulus spithamaeus,key_leaf_type,Leaves Entire,YES,YES,Leaves Entire,Leaves Entire,True,True
gpt-5-mini,177431512,308591916,159727,Calystegia spithamaea,Convolvulus spithamaeus,key_flower_type,5 Regular Parts,NO,NO,,INCONCLUSIVE,True,False
gpt-5-mini,177431512,308591916,159727,Calystegia spithamaea,Convolvulus spithamaeus,key_plant_type,Wildflowers - Alternate Leaves,YES,YES,Wildflowers - Opposite or Whorled Leaves,Wildflowers - Opposite or Whorled Leaves,False,True
gpt-5-mini,177431512,308591916,159727,Calystegia spithamaea,Convolvulus spithamaeus,key_leaf_type,Leaves Entire,INCONCLUSIVE,INCONCLUSIVE,,INCONCLUSIVE,True,False
gpt-5-mini,122660654,207816373,159727,Calystegia spithamaea,Convolvulus spithamaeus,key_flower_type,5 Regular Parts,YES,YES,5 Regular Parts,5 Regular Parts,True,True
gpt-5-mini,122660654,207816373,159727,Calystegia spithamaea,Convolvulus spithamaeus,key_plant_type,Wildflowers - Alternate Leaves,YES,YES,Wildflowers - Alternate Leaves,Wildflowers - Alternate Leaves,True,True
gpt-5-mini,122660654,207816373,159727,Calystegia spithamaea,Convolvulus spithamaeus,key_leaf_type,Leaves Entire,YES,YES,Leaves Entire,Leaves Entire,True,True
gpt-5-mini,186618072,326166295,168856,Sericocarpus asteroides,Sericocarpus Aster pilosusoides,key_flower_type,5 Regular Parts,INCONCLUSIVE,INCONCLUSIVE,,INCONCLUSIVE,True,False
gpt-5-mini,186618072,326166295,168856,Sericocarpus asteroides,Sericocarpus Aster pilosusoides,key_plant_type,Wildflowers - Alternate Leaves,YES,YES,Wildflowers - Alternate Leaves,Wildflowers - Alternate Leaves,True,True
gpt-5-mini,186618072,326166295,168856,Sericocarpus asteroides,Sericocarpus Aster pilosusoides,key_leaf_type,Leaves Toothed or Lobed,YES,YES,Leaves Entire,Leaves Entire,False,True
gpt-5-mini,249046397,445109911,168856,Sericocarpus asteroides,Sericocarpus Aster pilosusoides,key_flower_type,5 Regular Parts,INCONCLUSIVE,INCONCLUSIVE,,INCONCLUSIVE,True,False
gpt-5-mini,249046397,445109911,168856,Sericocarpus asteroides,Sericocarpus Aster pilosusoides,key_plant_type,Wildflowers - Alternate Leaves,INCONCLUSIVE,INCONCLUSIVE,,INCONCLUSIVE,True,False
gpt-5-mini,249046397,445109911,168856,Sericocarpus asteroides,Sericocarpus Aster pilosusoides,key_leaf_type,Leaves Toothed or Lobed,INCONCLUSIVE,INCONCLUSIVE,,INCONCLUSIVE,True,False
gpt-5-mini,170634172,296026402,168856,Sericocarpus asteroides,Sericocarpus Aster pilosusoides,key_flower_type,5 Regular Parts,NO,NO,,INCONCLUSIVE,True,False
